0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,19/07/2019 12:35:58 PM,60006116,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033329935901900004,60006116.0,0.0,60006116.0,60006116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0166649679509,0.0166649679509,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,60006116.0,0.0,60006116.0,60006116.0,Normal,Benign
192.168.3.29-91.189.92.19-33566-443-6,192.168.3.29,33566,91.189.92.19,443,6,19/07/2019 12:37:13 PM,50787024,31,32,1724.0,181480.0,1208.0,0.0,55.6129032258,220.25631696099998,20272.0,0.0,5671.25,5454.26956761,3607.29937631,1.24047433848,819145.548387,4534405.5207199985,30283506.0,8.0,50657871.0,1688595.7,6473487.66978,30283506.0,67.0,50787024.0,1638291.0967700004,6378157.18618,30412449.0,58.0,0,0,0,0,992,1040,0.6103921348100001,0.630082203675,0.0,20272.0,2862.5625,4761.88165381,22675516.8849,0,1,0,0,0,0,0,0,1.0,2908.0,55.6129032258,5671.25,0,0,0,0,0,0,31,1724,32,181480,-1,273,4,0,522747.5,556942.0496,916565.0,128930.0,24870728.5,7654823.350610001,30283506.0,19457951.0,Normal,Benign
192.168.3.29-91.189.92.19-33566-443-6,192.168.3.29,33566,91.189.92.19,443,6,19/07/2019 12:38:04 PM,91,1,1,0.0,31.0,0.0,0.0,0.0,0.0,31.0,31.0,31.0,0.0,340659.34065900004,21978.021978,91.0,0.0,91.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,32,32,10989.010989,10989.010989,0.0,31.0,20.6666666667,17.8978583449,320.333333333,0,0,0,1,1,0,0,0,1.0,31.0,0.0,31.0,0,0,0,0,0,0,1,0,1,31,-1,2273,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.29-192.168.3.31-34788-9200-6,192.168.3.29,34788,192.168.3.31,9200,6,19/07/2019 12:36:07 PM,113158637,23,24,40860.0,5650.0,5694.0,0.0,1776.52173913,1862.99450713,2039.0,0.0,235.41666666700002,424.57486835699996,411.01590857800005,0.415346112732,2459970.36957,6777586.54678,25017236.0,4.0,113142996.0,5142863.45455,9164094.94124,25017236.0,42.0,113158625.0,4919940.21739,9017421.85111,25017600.0,4.0,0,1,0,0,736,768,0.203254480699,0.212091632033,0.0,5694.0,1011.4375,1526.1867361,2329245.95346,0,0,0,1,1,0,0,0,1.0,1032.95744681,1776.52173913,235.41666666700002,0,0,0,0,0,0,23,40860,24,5650,-1,6751,13,0,1423066.2,3145655.42235,7050178.0,9960.0,21005552.0,5482572.05949,25017236.0,14993203.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,19/07/2019 12:37:38 PM,118138510,245,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0823015289400004,482198.0,327118.331086,1909782.0,18780.0,117531807.0,481687.733607,327693.003427,1909782.0,18780.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.07383688858,0.00846464036156,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,245,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,19/07/2019 12:37:43 PM,119900721,90,1,26094.0,289.0,296.0,289.0,289.933333333,2.39287331395,289.0,289.0,289.0,0.0,220.040378239,0.758961240942,1332230.23333,1096305.95856,4237544.0,85534.0,119213120.0,1339473.25843,1100349.66168,4237544.0,85534.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,720,8,0.7506210075249999,0.00834023341695,289.0,296.0,289.913043478,2.37038585403,5.61872909699,0,0,0,0,0,0,0,0,0.0,293.098901099,289.933333333,289.0,0,0,0,0,0,0,90,26094,1,289,-1,-1,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,19/07/2019 12:37:46 PM,118739520,38,1,1932.0,52.0,56.0,48.0,50.8421052632,2.26042707983,52.0,52.0,52.0,0.0,16.7088430204,0.328450039212,3124724.21053,6201770.02996,20021267.0,2.0,106608151.0,2881301.37838,6100501.1914300015,20021267.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,304,8,0.320028243335,0.00842179587723,48.0,56.0,50.9,2.21648832905,4.91282051282,0,0,0,0,0,0,0,0,0.0,52.2051282051,50.8421052632,52.0,0,0,0,0,0,0,38,1932,1,52,-1,-1,38,0,1504406.0,1376071.38659,3337211.0,32.0,14076697.375,5339379.85668,20021267.0,5510028.0,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,19/07/2019 12:37:58 PM,60006216,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333298803577,60006216.0,0.0,60006216.0,60006216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0166649401789,0.0166649401789,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,60006216.0,0.0,60006216.0,60006216.0,Normal,Benign
192.168.3.29-192.168.3.31-34788-9200-6,192.168.3.29,34788,192.168.3.31,9200,6,19/07/2019 12:38:35 PM,114307218,41,33,64648.0,10202.0,5792.0,0.0,1576.7804878,1888.14205652,4096.0,0.0,309.151515152,704.020113403,654.81429178,0.647378190938,1565852.30137,3768920.0864,15021676.0,5.0,114307084.0,2857677.1,4736866.603680002,15021676.0,42.0,114307199.0,3572099.96875,5061837.9918800015,15028737.0,5.0,0,1,0,0,1312,1056,0.35868251119499994,0.28869567974300003,0.0,5792.0,1052.61333333,1632.57013337,2665285.24036,0,0,0,1,1,0,0,0,0.0,1066.83783784,1576.7804878,309.151515152,0,0,0,0,0,0,41,64648,33,10202,-1,6751,24,0,1796705.11111,3980157.28252,12064844.0,5979.0,10565043.5556,4212822.70637,15021676.0,7010388.0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,19/07/2019 12:39:38 PM,119255917,251,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11310269829,475123.175299,365065.825143,1869009.0,13142.0,118649621.0,474598.484,365703.311161,1869009.0,13142.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2.10471737012,0.00838532816783,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,251,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Normal,Benign
