192.168.3.29-35.224.99.156-33388-80-6,192.168.3.29,33388,35.224.99.156,80,6,15/07/2019 01:47:19 PM,102319,3,5,87,148,87,0,29,50.22947342,148,0,29.6,66.18761213,2296.738631,78.18684702,14617,24748.56801,50854,40,51364,25682,36014.36258,51148,216,102319,25579.75,29333.9766,51113,102,0,0,0,0,96,176,29.32006763,48.86677939,0,148,26.11111111,54.01028709,2917.111111,0,1,0,0,0,0,0,0,1,29.375,29,29.6,0,0,0,0,0,0,3,87,5,148,-1,229,1,0,0,0,0,0,0,0,0,0,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 01:45:38 PM,119674949,89,1,25803,289,296,288,289.9213483,2.417853665,289,289,289,0,218.0239074,0.7520370867,1344662.348,999658.3989,3285675,187001,119204338,1354594.75,1000960.695,3285675,187001,0,0,0,0,0,0,0,0,0,712,8,0.7436811191,0.00835596763,288,296,289.9010989,2.394692952,5.734554335,0,0,0,0,0,0,0,0,0,293.1222222,289.9213483,289,0,0,0,0,0,0,89,25803,1,289,-1,-1,89,0,0,0,0,0,0,0,0,0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 01:45:38 PM,119999065,248,1,0,0,0,0,0,0,0,0,0,0,0,2.075016168,483867.1976,269112.0701,1000382,5822,118999045,481777.5101,267634.7039,1000382,5822,0,0,0,0,0,0,0,0,0,0,0,2.06668277,0.008333398264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,Benign
192.168.3.29-23.219.38.49-54312-80-6,192.168.3.29,54312,23.219.38.49,80,6,15/07/2019 01:45:39 PM,110289343,19,16,1184,2216,296,0,62.31578947,123.9807569,384,0,138.5,185.8278773,30.82800121,0.3173470713,3243804.206,4596747.961,10224606,26,110256187,6125343.722,4740791.318,10240187,16158,110289343,7352622.867,4205300.956,10240205,17550,0,1,0,0,608,512,0.1722741244,0.1450729469,0,384,102.6666667,158.8818069,25243.42857,0,0,0,1,1,0,0,0,0,105.6,62.31578947,138.5,0,0,0,0,0,0,19,1184,16,2216,-1,294,4,0,840248.3,1420617.664,3937585,15535,10187129.3,67317.19508,10224606,10025811,Normal,Benign
192.168.3.29-192.168.3.31-37212-9200-6,192.168.3.29,37212,192.168.3.31,9200,6,15/07/2019 01:45:39 PM,114575395,85,73,127350,16611,4096,0,1498.235294,1601.048419,4096,0,227.5479452,494.8949956,1256.473958,1.379004628,729779.586,1811117.583,7004915,10,114575108,1363989.381,2299922.458,7004915,20,114575380,1591324.722,2412644.656,7007653,10,0,1,0,0,2720,2336,0.7418695785,0.6371350498,0,4096,931.1761006,1392.671513,1939533.943,0,0,0,1,1,0,0,0,0,937.0696203,1498.235294,227.5479452,0,0,0,0,0,0,85,127350,73,16611,-1,1547,51,0,4158885.2,2222295.332,8431806,2011544,6997096.3,3669.091594,7004915,6993064,Normal,Benign
192.168.3.10-239.2.11.71-53569-8662-17,192.168.3.10,53569,239.2.11.71,8662,17,15/07/2019 01:45:42 PM,119713371,29,1,1456,52,56,48,50.20689655,2.289405886,52,52,52,0,12.59675496,0.2505985735,4128047.276,6514293.131,20019672,3,113424926,4050890.214,6620323.399,20019672,3,0,0,0,0,0,0,0,0,0,232,8,0.2422452877,0.008353285783,48,56,50.32258065,2.256650863,5.092473118,0,0,0,0,0,0,0,0,0,52,50.20689655,52,0,0,0,0,0,0,29,1456,1,52,-1,-1,29,0,859694.5,1838061.523,4582040,28,11455520.4,6225175.823,20019672,5376999,Normal,Benign
0.87.248.248-3.0.0.0-0-0-0,0.87.248.248,0,3.0.0.0,0,0,15/07/2019 01:45:58 PM,119999267,2,1,0,0,0,0,0,0,0,0,0,0,0,0.02500015271,59999633.5,383.9589822,59999905,59999362,59999362,59999362,0,59999362,59999362,0,0,0,0,0,0,0,0,0,0,0,0.01666676847,0.008333384236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,-1,-1,0,0,0,0,0,0,59999633.5,383.9589822,59999905,59999362,Normal,Benign
192.168.3.29-23.219.38.49-54312-80-6,192.168.3.29,54312,23.219.38.49,80,6,15/07/2019 01:47:40 PM,84494839,9,10,0,0,0,0,0,0,0,0,0,0,0,0.2248658051,4694157.722,5123282.98,10228971,15459,74254894,9281861.75,2710025.035,10244517,2574896,81935525,9103947.222,3408117.898,10244805,15636,0,0,0,0,288,320,0.1065153814,0.1183504237,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,10,0,-1,294,0,0,15657.75,116.1842748,15834,15459,10224335.13,2998.280766,10228971,10219655,Normal,Benign
255.255.255.255-0.0.0.0-67-68-17,0.0.0.0,68,255.255.255.255,67,17,15/07/2019 01:47:38 PM,119189575,88,1,25514,289,296,288,289.9318182,2.42967977,289,289,289,0,216.4870543,0.7467096011,1354426.989,1026307.565,3286636,26173,118186451,1358464.954,1031553.895,3286636,26173,0,0,0,0,0,0,0,0,0,704,8,0.7383196056,0.008389995518,288,296,289.9111111,2.406192593,5.789762797,0,0,0,0,0,0,0,0,0,293.1685393,289.9318182,289,0,0,0,0,0,0,88,25514,1,289,-1,-1,88,0,0,0,0,0,0,0,0,0,Normal,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,15/07/2019 01:47:39 PM,119995844,249,1,0,0,0,0,0,0,0,0,0,0,0,2.083405489,481911.0201,273337.7554,1000123,11326,118996094,479822.9597,271893.3212,1000123,11326,0,0,0,0,0,0,0,0,0,0,0,2.075071867,0.008333621954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,Normal,Benign
